,Unnamed: 0,Application Number,Orig Funding Request,Cmtd Funding Request,Consulting Firm's Name,Consulting Firm's Email,Applicant Type,Applicant City,Applicant State,Orig Discount,Cmtd Discount,Service Type,Function,funding_gap
988809,988809,170061576,802,802,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,Wap,0
934733,934733,170061576,5500,5500,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,Cabling,0
620762,620762,170048326,8738,0,The Miller Institute For Learning With Technology (Dba Learningtech.Org),emiller@learningtech.org,School District,TULARE,CA,85 %,85 %,Internal Connections,Wireless Controller,8738
1575039,1575039,170067518,447442,37286,Csm Consulting Inc.,kfriends@csmcentral.com,School District,LANCASTER,CA,90 %,90 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,410156
822276,822276,170058874,8380,8380,Csm Consulting Inc.,kfriends@csmcentral.com,School District,PALO ALTO,CA,40 %,40 %,Internal Connections,Wap,0
1244884,1244884,170064914,27121,27121,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Internal Connections,Switches,0
1061295,1061295,170051664,9728,9728,Csm Consulting Inc.,kfriends@csmcentral.com,School District,BIEBER,CA,80 %,80 %,Internal Connections,Cabling,0
1166712,1166712,170075348,7454,7454,Csm Consulting Inc.,kfriends@csmcentral.com,School District,REDDING,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Switches,0
1132398,1132398,170054955,5094,5094,Csm Consulting Inc.,kfriends@csmcentral.com,School District,JACKSON,CA,70 %,70 %,Internal Connections,"Antennas, Connectors, And Related Components",0
268766,268766,170080148,32048,29498,"Sutherland Consulting Group, Inc. Dba Edtechnologyfunds, Inc.",bsutherland@edtechnologyfunds.com,Library System,DOWNEY,CA,85 %,85 %,Internal Connections,Switches,2550
584104,584104,170052334,27878,27878,Csm Consulting Inc.,kfriends@csmcentral.com,School District,WHITTIER,CA,85 %,85 %,Managed Internal Broadband Services,Existing Equipment,0
250798,250798,170080148,66408,63858,"Sutherland Consulting Group, Inc. Dba Edtechnologyfunds, Inc.",bsutherland@edtechnologyfunds.com,Library System,DOWNEY,CA,85 %,85 %,Internal Connections,Switches,2550
1672489,1672489,170077049,46653,46650,Csm Consulting Inc.,kfriends@csmcentral.com,School District,HOLLISTER,CA,80 %,80 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",3
321968,321968,170047188,10130,10130,Csm Consulting Inc.,kfriends@csmcentral.com,Consortium,LA MIRADA,CA,40 %,40 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
898041,898041,170061576,30251,30251,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,"Antennas, Connectors, And Related Components",0
403234,403234,170056206,26354,20134,"Erateprogram, Llc",rsenturia@erateprogram.com,School,CHULA VISTA,CA,40 %,40 %,Internal Connections,Switches,6220
550086,550086,170064796,53745,53745,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MONROVIA,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Ups/Battery Backup,0
1502223,1502223,170060551,3381,2733,Csm Consulting Inc.,kfriends@csmcentral.com,School District,LUCERNE VALLEY,CA,85 %,85 %,Internal Connections,Racks,648
622517,622517,170048326,7650,0,Infinity Communications & Consulting,fred.brakeman@infinitycomm.com,School District,TULARE,CA,85 %,85 %,Internal Connections,Cabling,7650
282585,282585,170081400,36944,36830,Funds For Learning,jharrington@fundsforlearning.com,Consortium,REDWOOD CITY,CA,84 %,84 %,Internal Connections,Wap,114
518814,518814,170052240,30273,27591,Csm Consulting Inc.,kfriends@csmcentral.com,School District,LAWNDALE,CA,85 %,85 %,Internal Connections,Ups/Battery Backup,2682
368998,368998,170081465,4211,4211,"Sutherland Consulting Group, Inc. Dba Edtechnologyfunds, Inc.",bsutherland@edtechnologyfunds.com,Library System,LONG BEACH,CA,80 %,80 %,Internal Connections,Router,0
1021794,1021794,170061576,1532,1532,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,Cabling,0
1458673,1458673,170074618,7405,7210,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN FRANCISCO,CA,80 %,80 %,Internal Connections,Wap,195
918188,918188,170061576,13750,13750,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Cabling,0
615620,615620,170048326,8806,0,Infinity Communications & Consulting,fred.brakeman@infinitycomm.com,School District,TULARE,CA,85 %,85 %,Internal Connections,Cabling,8806
680822,680822,170047995,50153,50153,Csm Consulting Inc.,kfriends@csmcentral.com,School District,PALM SPRINGS,CA,85 %,85 %,Internal Connections,Switches,0
247905,247905,170080148,45161,41137,"Sutherland Consulting Group, Inc. Dba Edtechnologyfunds, Inc.",bsutherland@edtechnologyfunds.com,Library System,DOWNEY,CA,85 %,85 %,Internal Connections,Switches,4024
908973,908973,170061576,948,948,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
220101,220101,170051028,56606,34621,Csm Consulting Inc.,kfriends@csmcentral.com,Consortium,LA MIRADA,CA,87 %,87 %,Internet Access And/Or Telecommunications,Self-Provisioning,21985
898357,898357,170061576,30251,30251,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Cabling,0
940944,940944,170061576,13750,13750,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Cabling,0
903826,903826,170061576,16500,16500,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Wap,0
1168969,1168969,170061658,16565,16565,"Agron Consulting, Llc",bagron7@gmail.com,School District,CONCORD,CA,60 %,60 %,Internal Connections,Wireless Controller,0
1142847,1142847,170050798,201,0,"Nvls Professional Services, Llc",nancyvls@nvls-erate.com,School District,WARNER SPRINGS,CA,85 %,85 %,Internal Connections,Ups/Battery Backup,201
675213,675213,170047995,50263,50263,Csm Consulting Inc.,kfriends@csmcentral.com,School District,PALM SPRINGS,CA,85 %,85 %,Internal Connections,Ups/Battery Backup,0
543458,543458,170064796,3480,3258,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MONROVIA,CA,20 %,20 %,Basic Maintenance Of Internal Connections,Switches,222
833653,833653,170058874,6077,6041,Csm Consulting Inc.,kfriends@csmcentral.com,School District,PALO ALTO,CA,40 %,40 %,Internal Connections,Wap,36
296185,296185,170081400,4394,4394,Funds For Learning,jharrington@fundsforlearning.com,Consortium,REDWOOD CITY,CA,84 %,84 %,Internal Connections,Wap,0
264052,264052,170080148,47223,44673,"Sutherland Consulting Group, Inc. Dba Edtechnologyfunds, Inc.",bsutherland@edtechnologyfunds.com,Library System,DOWNEY,CA,85 %,85 %,Internal Connections,Switches,2550
1382012,1382012,170066253,17007,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Internal Connections,Wap,17007
212275,212275,170048934,143303,0,Csm Consulting Inc.,kfriends@csmcentral.com,Consortium,LA MIRADA,CA,85 %,84.4 %,Internet Access And/Or Telecommunications,Lit Fiber Service,143303
1340500,1340500,170066253,72300,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Internal Connections,Firewall Service And Components,72300
624262,624262,170048326,7650,0,Infinity Communications & Consulting,fred.brakeman@infinitycomm.com,School District,TULARE,CA,85 %,85 %,Internal Connections,Cabling,7650
1495384,1495384,170076213,59940,59940,Csm Consulting Inc.,kfriends@csmcentral.com,School District,RIVERSIDE,CA,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
576943,576943,170064796,27858,27858,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MONROVIA,CA,80 %,80 %,Internal Connections,Wap,0
1007584,1007584,170061576,1532,1532,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,Wireless Controller,0
1122030,1122030,170051302,46226,46226,Csm Consulting Inc.,kfriends@csmcentral.com,School District,CLOVIS,CA,60 %,60 %,Internal Connections,Router,0
789444,789444,170055879,45776,45776,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MODESTO,CA,85 %,85 %,Internal Connections,Switches,0
1211907,1211907,170074621,28756,28756,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN FRANCISCO,CA,80 %,80 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
1007889,1007889,170061576,1532,1532,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,"Antennas, Connectors, And Related Components",0
310065,310065,160003039,30643,0,,,Consortium,LA MIRADA,CA,83 %,83 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,30643
556641,556641,170064796,137570,137570,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MONROVIA,CA,80 %,80 %,Internal Connections,Switches,0
1441497,1441497,170066253,36221,0,Rdv Consulting Services,rick.delvalle@yahoo.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,36221
1385724,1385724,170066253,17007,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Basic Maintenance Of Internal Connections,Wap,17007
611385,611385,170048326,7514,0,Infinity Communications & Consulting,fred.brakeman@infinitycomm.com,School District,TULARE,CA,85 %,85 %,Internal Connections,Wap,7514
407872,407872,170064861,6557,0,Mattison Enterprises,loy@surewest.net,School District,ROSEVILLE,CA,50 %,50 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,6557
233271,233271,170051028,15466,2079,Csm Consulting Inc.,kfriends@csmcentral.com,Consortium,LA MIRADA,CA,76 %,77 %,Internet Access And/Or Telecommunications,Lit Fiber Service,13387
1691163,1691163,170070346,8843,8843,Csm Consulting Inc.,kfriends@csmcentral.com,School District,DOWNEY,CA,60 %,60 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
608981,608981,170048326,7922,7922,Infinity Communications & Consulting,fred.brakeman@infinitycomm.com,School District,TULARE,CA,85 %,85 %,Internal Connections,Racks,0
375935,375935,170062134,3778,3778,Csm Consulting Inc.,kfriends@csmcentral.com,Library System,RED BLUFF,CA,85 %,85 %,Internal Connections,Switches,0
1110158,1110158,170060005,1836,1836,Csm Consulting Inc.,kfriends@csmcentral.com,School District,GUADALUPE,CA,85 %,85 %,Basic Maintenance Of Internal Connections,Wap,0
1682297,1682297,170069647,77220,42120,The Miller Institute For Learning With Technology (Dba Learningtech.Org),emiller@learningtech.org,School District,LOS ANGELES,CA,50 %,90 %,Internal Connections,Cabling,35100
798197,798197,170054814,37237,37237,Csm Consulting Inc.,kfriends@csmcentral.com,School District,TRACY,CA,50 %,50 %,Internal Connections,Wap,0
1074067,1074067,170049302,3421,3421,E-Rate Online Llc,msagnella@erateportal.com,School District,CERES,CA,85 %,85 %,Internal Connections,Cabling,0
240511,240511,170081884,240,0,"Sutherland Consulting Group, Inc. Dba Edtechnologyfunds, Inc.",bsutherland@edtechnologyfunds.com,Consortium,SAN BERNARDINO,CA,20 %,0 %,Internet Access And/Or Telecommunications,Cellular Voice,240
1274347,1274347,170064914,37734,37734,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Internal Connections,Switches,0
479353,479353,170050250,127,127,Merced County Office Of Education,erate@mcoe.org,School District,WINTON,CA,30 %,30 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
399762,399762,170052179,60063,60063,Infinity Communications & Consulting,fred.brakeman@infinitycomm.com,School District,ANGELS CAMP,CA,80 %,80 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
749148,749148,170049563,3264,3264,Csm Consulting Inc.,kfriends@csmcentral.com,School District,GUADALUPE,CA,30 %,30 %,Managed Internal Broadband Services,Existing Equipment,0
1082991,1082991,170049302,3421,3421,E-Rate Online Llc,msagnella@erateportal.com,School District,CERES,CA,85 %,85 %,Internal Connections,Caching,0
198964,198964,170076970,44037,42099,Funds For Learning,jharrington@fundsforlearning.com,Consortium,LOS ANGELES,CA,53 %,54 %,Internal Connections,Racks,1938
1049610,1049610,170054220,317073,186509,Mattison Enterprises,loy@surewest.net,School District,SACRAMENTO,CA,80 %,80 %,Internal Connections,"Antennas, Connectors, And Related Components",130564
1021927,1021927,170061576,1532,1532,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Internal Connections,Wireless Controller,0
1717426,1717426,170059293,24000,24000,The Miller Institute For Learning With Technology,emiller@learningtech.org,School District,Westminster,CA,80 %,80 %,Internal Connections,Wap,0
425334,425334,170052386,8924,8924,Csm Consulting Inc.,kfriends@csmcentral.com,School District,TEMPLETON,CA,40 %,40 %,Basic Maintenance Of Internal Connections,Switches,0
267608,267608,170080148,31023,18220,"Sutherland Consulting Group, Inc. Dba Edtechnologyfunds, Inc.",bsutherland@edtechnologyfunds.com,Library System,DOWNEY,CA,85 %,85 %,Internal Connections,Wap,12803
1409902,1409902,170066253,17007,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Internal Connections,Ups/Battery Backup,17007
502182,502182,170058608,93064,90638,Csm Consulting Inc.,kfriends@csmcentral.com,School District,W SACRAMENTO,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Switches,2426
1092416,1092416,170049302,14852,14852,E-Rate Online Llc,msagnella@erateportal.com,School District,ESCALON,CA,70 %,70 %,Internal Connections,Firewall Service And Components,0
1248610,1248610,170064914,34564,34564,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Internal Connections,"Antennas, Connectors, And Related Components",0
262016,262016,170080148,60916,58366,"Sutherland Consulting Group, Inc. Dba Edtechnologyfunds, Inc.",bsutherland@edtechnologyfunds.com,Library System,DOWNEY,CA,85 %,85 %,Internal Connections,Firewall Service And Components,2550
245481,245481,170080148,45992,43442,"Sutherland Consulting Group, Inc. Dba Edtechnologyfunds, Inc.",bsutherland@edtechnologyfunds.com,Library System,DOWNEY,CA,85 %,85 %,Internal Connections,Wireless Controller,2550
671422,671422,170047995,68989,68989,Csm Consulting Inc.,kfriends@csmcentral.com,School District,PALM SPRINGS,CA,85 %,85 %,Internal Connections,Wap,0
1332928,1332928,170066253,71420,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Internal Connections,Switches,71420
1330066,1330066,170066253,71420,0,Csm Consulting Inc.,kfriends@csmcentral.com,School District,SAN JUAN CAPO,CA,50 %,50 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,71420
1040028,1040028,170049290,1346,0,E-Rate Online Llc,msagnella@erateportal.com,School District,SANGER,CA,80 %,80 %,Internal Connections,Wireless Controller,1346
785651,785651,170055879,30395,30395,Csm Consulting Inc.,kfriends@csmcentral.com,School District,MODESTO,CA,85 %,85 %,Internal Connections,Switches,0
1521869,1521869,170065593,1264,1264,Funds For Learning,jharrington@fundsforlearning.com,School District,OAKLAND,CA,85 %,85 %,Internal Connections,Switches,0
349231,349231,170047188,148050,0,Csm Consulting Inc.,kfriends@csmcentral.com,Consortium,LA MIRADA,CA,90 %,90 %,Internet Access And/Or Telecommunications,Dark Fiber,148050
1239910,1239910,170064914,58241,58241,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Internal Connections,"Antennas, Connectors, And Related Components",0
723503,723503,170054974,41534,41534,Csm Consulting Inc.,kfriends@csmcentral.com,School District,POMONA,CA,85 %,85 %,Internal Connections,"Antennas, Connectors, And Related Components",0
584769,584769,170048326,635179,631585,Infinity Communications & Consulting,fred.brakeman@infinitycomm.com,School District,TULARE,CA,85 %,85 %,Internal Connections,Switches,3594
1026292,1026292,170059831,17697,5796,Csm Consulting Inc.,kfriends@csmcentral.com,School District,PHELAN,CA,80 %,80 %,Internal Connections,"Antennas, Connectors, And Related Components",11901
878491,878491,170061576,12375,12375,Csm Consulting Inc.,kfriends@csmcentral.com,School District,ELK GROVE,CA,80 %,80 %,Basic Maintenance Of Internal Connections,Cabling,0
401539,401539,170051069,2427,2427,Csm Consulting Inc.,kfriends@csmcentral.com,School District,Sylmar,CA,30 %,30 %,Internet Access And/Or Telecommunications,Lit Fiber Service,0
1252993,1252993,170064914,52716,52716,Csm Consulting Inc.,kfriends@csmcentral.com,School District,STOCKTON,CA,85 %,85 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
